106:403|88c67800-1a4e-486c-846b-84d845ac1c1f,('FSM', '17572334', '17572760', ('106:403|88c67800-1a4e-486c-846b-84d845ac1c1f', 'uLTRA', '-', '297', '1', '0', '0', 'NNC', 'GA-AG', '17572523-17572629', 'NA', '2R', '17572332', '17572760', '16'))
110:1879|baddc905-ac84-43c1-bdad-46a1588d0982,('FSM', '9238077', '9240272', ('110:1879|baddc905-ac84-43c1-bdad-46a1588d0982', 'uLTRA', '-', '1769', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:CA-TT', '9239171-9239489:9240068-9240201:9240267-24130255', 'NA', '3R', '9238082', '24130280', '16'))
107:764|658f206c-a899-428a-8575-e696348b59a6,('FSM', '17685083', '17685798', ('107:764|658f206c-a899-428a-8575-e696348b59a6', 'uLTRA', '-', '657', '2', '0', '0', 'NNC', 'TG-AA:CT-CG', '17685115-17685134:17685388-17685450', 'NA', '3R', '17685083', '17685837', '0'))
109:1981|78a6db7b-ec66-4172-a446-c1d1b7fc3d9b,('FSM', '8176111', '8178451', ('109:1981|78a6db7b-ec66-4172-a446-c1d1b7fc3d9b', 'uLTRA', '-', '1872', '3', '0', '0', 'NNC', 'GC-CA:GA-TT:TT-AC', '8176178-8176222:8177727-8178210:8178517-8405365', 'NA', '3L', '8176112', '8405425', '16'))
117:1606|7a0227c2-f673-4080-8217-99751d9fc8b1,('FSM', '16584312', '16586100', ('117:1606|7a0227c2-f673-4080-8217-99751d9fc8b1', 'uLTRA', '-', '1489', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:AT-AT', '16584444-16584588:16584722-16584778:16585082-16585184:16586111-16779736', 'NA', '3L', '16584308', '16779765', '0'))
127:1252|38808af0-f610-4309-ac1b-ca64b7891c3b,('FSM', '12498402', '12501284', ('127:1252|38808af0-f610-4309-ac1b-ca64b7891c3b', 'uLTRA', '-', '1125', '4', '0', '0', 'NNC', 'AC-CC:TT-AG:GA-TC:TT-TC', '12498486-12498569:12498853-12498914:12499430-12499486:12499654-12501330', 'NA', '3L', '12498485', '12501450', '16'))
110:864|b369d3c1-fda8-4d33-a45f-94febc4107d4,('FSM', '9967330', '9968491', ('110:864|b369d3c1-fda8-4d33-a45f-94febc4107d4', 'uLTRA', '-', '754', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967317', '9968492', '0'))
92:1265|6ad16563-b701-4773-9e1d-307f554bcf35,('FSM', '20313677', '20315691', ('92:1265|6ad16563-b701-4773-9e1d-307f554bcf35', 'uLTRA', '-', '1173', '2', '2', '0', 'ISM', 'GT-AG:GT-AG', '20313884-20314607:20314923-20314982', 'NA', '3L', '20313675', '20315304', '0'))
102:1056|dad17ae5-dd23-4867-a2f6-796725bf428b,('FSM', '9896262', '9897518', ('102:1056|dad17ae5-dd23-4867-a2f6-796725bf428b', 'uLTRA', '-', '954', '2', '0', '0', 'NNC', 'CT-TC:AA-AG', '9896304-9896344:9897211-9897552', 'NA', '2L', '9896283', '9897602', '16'))
83:986|04ac44d1-3585-4ec3-825c-81ff0128becd,('FSM', '16318020', '16320338', ('83:986|04ac44d1-3585-4ec3-825c-81ff0128becd', 'uLTRA', '-', '903', '1', '0', '1', 'NIC', 'GT-AG', '15965648-16320078', 'NA', 'X', '15965597', '16320338', '16'))
106:866|22f8d713-8882-4afc-b26c-b8c55ef3261b,('FSM', '9967330', '9968494', ('106:866|22f8d713-8882-4afc-b26c-b8c55ef3261b', 'uLTRA', '-', '760', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967330', '9968492', '0'))
112:468|a37a2ebd-7068-4736-a340-460605bb32ec,('FSM', '21293770', '21294408', ('112:468|a37a2ebd-7068-4736-a340-460605bb32ec', 'uLTRA', '-', '356', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293770', '21294404', '0'))
111:814|24a61648-dd7c-4d1f-a6c6-63a4fc9ec394,('FSM', '24060511', '24061416', ('111:814|24a61648-dd7c-4d1f-a6c6-63a4fc9ec394', 'uLTRA', '-', '703', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:AA-CG', '24060574-24060675:24060749-24060812:24060993-24061149:24061413-24173465', 'NA', '2R', '24060512', '24173554', '0'))
106:335|b1d5f3e2-bdfd-40ad-a847-11828edc4c9f,('FSM', '9884749', '9885004', ('106:335|b1d5f3e2-bdfd-40ad-a847-11828edc4c9f', 'uLTRA', '-', '229', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', 'X', '9884736', '9885045', '0'))
103:1272|204b5cd1-fa62-4de0-9bd7-e04b29b10766,('FSM', '4966366', '4967771', ('103:1272|204b5cd1-fa62-4de0-9bd7-e04b29b10766', 'uLTRA', '-', '1169', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-CA', '4966968-4967023:4967513-4967690:4967775-4967918', 'NA', '2L', '4966366', '4967919', '16'))
105:665|59ca0b54-4dbc-4ec1-8ddd-a177f91d6876,('FSM', '20822182', '20823320', ('105:665|59ca0b54-4dbc-4ec1-8ddd-a177f91d6876', 'uLTRA', '-', '560', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:GT-TC', '20822273-20822417:20822573-20822801:20822891-20823113', 'NA', '3R', '20822181', '20823313', '0'))
108:711|1e09f564-1d3c-4e8c-a7b4-8105b4dfb342,('FSM', '23385719', '23386427', ('108:711|1e09f564-1d3c-4e8c-a7b4-8105b4dfb342', 'uLTRA', '-', '603', '2', '1', '0', 'NNC', 'GT-AG:AC-AG', '23386045-23386116:23386317-23386321', 'NA', '2R', '23385709', '23386427', '16'))
106:909|6971795c-200f-4246-aab4-4a27cd1c236a,('FSM', '9967330', '9968494', ('106:909|6971795c-200f-4246-aab4-4a27cd1c236a', 'uLTRA', '-', '803', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967330', '9968492', '0'))
104:1227|75da81d0-816f-44a5-aeb0-a73d7dfd79ff,('FSM', '14615556', '14617429', ('104:1227|75da81d0-816f-44a5-aeb0-a73d7dfd79ff', 'uLTRA', '-', '1123', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:AT-GC', '14615643-14616302:14616437-14616502:14616907-14616977:14617402-14802134', 'NA', '2L', '14615556', '14802193', '0'))
82:598|029b2b4a-0a9c-4171-a492-cfb86845b240,('FSM', '24599091', '24599788', ('82:598|029b2b4a-0a9c-4171-a492-cfb86845b240', 'uLTRA', '-', '516', '2', '1', '0', 'NNC', 'GT-AG:TT-AG', '24599497-24599616:24599699-24599747', 'NA', '2R', '24599087', '24599800', '16'))
94:509|99b5f0ad-e011-4911-8bdc-f0e0c3c64f9a,('FSM', '6557831', '6559085', ('94:509|99b5f0ad-e011-4911-8bdc-f0e0c3c64f9a', 'uLTRA', '-', '415', '1', '0', '1', 'NIC', 'GT-AG', '6557984-6558938', 'NA', '2L', '6557831', '6559088', '0'))
112:639|4a86a3f3-12d2-4a04-91a2-e0a2f689334e,('FSM', '22085508', '22086361', ('112:639|4a86a3f3-12d2-4a04-91a2-e0a2f689334e', 'uLTRA', '-', '527', '2', '1', '0', 'NNC', 'AA-AT:GT-AG', '21874922-22085527:22085865-22086232', 'NA', '3R', '21874877', '22086361', '16'))
111:568|057cf4c2-c143-41e3-9d9c-eec700390701,('FSM', '19008337', '19009225', ('111:568|057cf4c2-c143-41e3-9d9c-eec700390701', 'uLTRA', '-', '457', '3', '0', '0', 'NNC', 'GT-GC:GC-CG:TT-AT', '19008434-19008457:19008656-19008994:19009183-19009250', 'NA', '2L', '19008303', '19009271', '16'))
114:839|bfefbe13-b85e-48a9-ba61-646933acc329,('FSM', '11822856', '11824211', ('114:839|bfefbe13-b85e-48a9-ba61-646933acc329', 'uLTRA', '-', '725', '2', '1', '0', 'NNC', 'TG-AG:GT-AG', '11822983-11823199:11823355-11823657', 'NA', '3L', '11822856', '11824212', '0'))
112:637|c6ede37e-415d-4900-bb64-ba3749952b2b,('FSM', '24599087', '24599805', ('112:637|c6ede37e-415d-4900-bb64-ba3749952b2b', 'uLTRA', '-', '525', '2', '1', '0', 'NNC', 'GT-AG:TT-AG', '24599497-24599616:24599699-24599747', 'NA', '2R', '24599087', '24599807', '16'))
95:586|fec39de3-092f-4919-bd97-35c92224e6c9,('FSM', '20822182', '20823308', ('95:586|fec39de3-092f-4919-bd97-35c92224e6c9', 'uLTRA', '-', '491', '4', '2', '0', 'NNC', 'GT-AG:GT-AG:GT-AA:CA-CT', '20822273-20822417:20822573-20822801:20822891-20823060:20823260-20823407', 'NA', '3R', '20822182', '20823607', '0'))
108:459|eefb5886-f8da-4aa1-92b1-cd97d74e1df4,('FSM', '21293772', '21294408', ('108:459|eefb5886-f8da-4aa1-92b1-cd97d74e1df4', 'uLTRA', '-', '351', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293770', '21294404', '0'))
104:1394|db0074c4-623f-4995-a9ad-ffe2699ee6af,('FSM', '6046509', '6047927', ('104:1394|db0074c4-623f-4995-a9ad-ffe2699ee6af', 'uLTRA', '-', '1290', '2', '1', '0', 'NNC', 'AC-CC:GT-AG', '6046650-6046653:6047780-6047899', 'NA', '2L', '6046486', '6047927', '16'))
90:721|a24b3f33-423d-4181-a0bc-66e7a9dc46ba,('FSM', '3223392', '3224654', ('90:721|a24b3f33-423d-4181-a0bc-66e7a9dc46ba', 'uLTRA', '-', '631', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-AT', '3223526-3223769:3223927-3224313:3224650-3224662', 'NA', '3L', '3223374', '3224677', '0'))
104:486|4c0b4601-7e64-499a-a414-16c24649add0,('FSM', '8041955', '8042854', ('104:486|4c0b4601-7e64-499a-a414-16c24649add0', 'uLTRA', '-', '382', '2', '1', '0', 'NNC', 'GT-TC:GT-AG', '8042188-8042439:8042613-8042822', 'NA', '2L', '8041989', '8042854', '16'))
101:522|34b1c54c-7fae-4313-bee4-aed50897cfd5,('FSM', '21539081', '21540968', ('101:522|34b1c54c-7fae-4313-bee4-aed50897cfd5', 'uLTRA', '-', '421', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', '2L', '21519486', '21519925', '16'))
104:570|d1e28c3c-5098-4155-9556-a60fb80f8310,('FSM', '24030550', '24031172', ('104:570|d1e28c3c-5098-4155-9556-a60fb80f8310', 'uLTRA', '-', '466', '1', '0', '0', 'NNC', 'GT-CA', '24030755-24030969', 'NA', '2R', '24030555', '24031172', '16'))
104:882|0801b01e-9c78-432a-910a-7c250ef0d23e,('FSM', '24057814', '24059465', ('104:882|0801b01e-9c78-432a-910a-7c250ef0d23e', 'uLTRA', '-', '778', '3', '3', '0', 'ISM', 'GT-AG:GT-AG:GT-AG', '24057902-24058483:24058691-24058931:24059133-24059195', 'NA', '2R', '24057813', '24059465', '0'))
100:428|9fcace41-cc71-4b44-a395-e7d6361fa894,('FSM', '21293773', '21294408', ('100:428|9fcace41-cc71-4b44-a395-e7d6361fa894', 'uLTRA', '-', '328', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293760', '21294405', '0'))
111:824|a6c4f733-3aba-4028-a726-20e337e06d67,('FSM', '17669971', '17670751', ('111:824|a6c4f733-3aba-4028-a726-20e337e06d67', 'uLTRA', '-', '713', '2', '0', '0', 'NNC', 'TT-AT:CG-TA', '17670000-17670118:17670564-17670622', 'NA', '2R', '17670000', '17670985', '0'))
110:495|1d61e66d-d73c-4303-b017-1de62be0ce58,('FSM', '17425499', '17426276', ('110:495|1d61e66d-d73c-4303-b017-1de62be0ce58', 'uLTRA', '-', '385', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:AA-TG', '17425517-17425578:17425640-17425909:17426079-17426138:17426282-17426478', 'NA', '3L', '17425499', '17426488', '0'))
107:1515|cc7175d3-f555-42de-83ef-c033989dd5f7,('FSM', '11221897', '11224946', ('107:1515|cc7175d3-f555-42de-83ef-c033989dd5f7', 'uLTRA', '-', '1408', '5', '3', '0', 'NNC', 'GT-AG:GT-AA:AT-AG:GT-AG:GT-AG', '11221932-11222174:11222367-11222489:11222689-11223394:11223530-11223857:11224247-11224490', 'NA', '3R', '11221893', '11224945', '0'))
103:994|27a9f709-999c-49e1-b4c3-e0924256fd5c,('FSM', '17632350', '17633522', ('103:994|27a9f709-999c-49e1-b4c3-e0924256fd5c', 'uLTRA', '-', '891', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AT-TG', '17632460-17632589:17633108-17633262:17633509-17633527', 'NA', 'X', '17632350', '17633630', '0'))
117:1266|0d8b1923-3ce7-423b-b901-69b181da93f6,('FSM', '20313689', '20315691', ('117:1266|0d8b1923-3ce7-423b-b901-69b181da93f6', 'uLTRA', '-', '1149', '2', '2', '0', 'ISM', 'GT-AG:GT-AG', '20313884-20314607:20314923-20314982', 'NA', '3L', '20313689', '20315304', '0'))
94:708|77756195-f361-42dd-86dc-ffc37730fccf,('FSM', '6741746', '6744221', ('94:708|77756195-f361-42dd-86dc-ffc37730fccf', 'uLTRA', '-', '614', '2', '0', '0', 'NNC', 'CC-AG:GT-TA', '6742256-6743001:6743201-6744195', 'NA', 'X', '6741737', '6744221', '16'))
83:960|f35a15f3-289a-4d4c-98e0-4d7dcb9646f8,('FSM', '12431373', '12432557', ('83:960|f35a15f3-289a-4d4c-98e0-4d7dcb9646f8', 'uLTRA', '-', '877', '4', '3', '0', 'NNC', 'GA-AG:GT-AG:GT-AG:GT-AG', '12431435-12431583:12431660-12431745:12432001-12432066:12432222-12432286', 'NA', '3R', '12431373', '12432557', '0'))
106:2049|23f56d39-5bea-44b1-a884-b3bb86a9b286,('FSM', '8938826', '8942581', ('106:2049|23f56d39-5bea-44b1-a884-b3bb86a9b286', 'uLTRA', '-', '1943', '8', '7', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:TA-GG', '8938751-8938813:8938888-8939668:8939772-8940481:8940634-8940698:8940861-8940921:8941189-8941407:8941832-8941900:8942557-9874481', 'NA', '3R', '8938735', '9874580', '0'))
100:563|b83046b5-a5d4-41bb-ac4f-66c316bff488,('FSM', '29490542', '29491083', ('100:563|b83046b5-a5d4-41bb-ac4f-66c316bff488', 'uLTRA', '-', '463', '1', '1', '0', 'ISM', 'GT-AG', '29490753-29490809', 'NA', '3R', '29490543', '29490957', '16'))
102:675|47ccc8d7-180a-45d2-90e6-6eb48c447be1,('FSM', '20822183', '20823314', ('102:675|47ccc8d7-180a-45d2-90e6-6eb48c447be1', 'uLTRA', '-', '573', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:GT-TC', '20822273-20822417:20822573-20822801:20822891-20823113', 'NA', '3R', '20822183', '20823313', '0'))
101:481|1f8f63ec-e53a-43bb-88bd-cc5e90b2b636,('FSM', '25120768', '25121301', ('101:481|1f8f63ec-e53a-43bb-88bd-cc5e90b2b636', 'uLTRA', '-', '380', '1', '1', '0', 'ISM', 'GT-AG', '25120985-25121043', 'NA', '3L', '25120878', '25121298', '0'))
108:1474|e0d798d5-b0ad-49db-94b9-8306819bbf04,('FSM', '11221896', '11224940', ('108:1474|e0d798d5-b0ad-49db-94b9-8306819bbf04', 'uLTRA', '-', '1366', '6', '1', '0', 'NNC', 'GT-AG:GT-AA:AT-AT:TA-CT:CG-AG:CA-AC', '11221932-11222174:11222367-11222489:11222689-11222737:11222936-11223490:11223626-11223953:11224343-11224586', 'NA', '3R', '11221896', '11225041', '0'))
100:1684|14e4dd41-96b5-4ebe-bf67-910792649b5e,('FSM', '10026847', '10028502', ('100:1684|14e4dd41-96b5-4ebe-bf67-910792649b5e', 'uLTRA', '-', '1584', '2', '0', '0', 'NNC', 'AA-AG:AA-CA', '10026958-10026966:10027659-10027723', 'NA', '2R', '10026847', '10028515', '0'))
98:467|0f63d666-0bc9-44e4-b057-0fcf546de999,('FSM', '21293773', '21294365', ('98:467|0f63d666-0bc9-44e4-b057-0fcf546de999', 'uLTRA', '-', '369', '2', '0', '0', 'NNC', 'CA-AG:GT-AG', '21293846-21293849:21293874-21294202', 'NA', '2R', '21293771', '21294402', '0'))
88:2904|10f93ed7-22be-49c7-8c79-ca5992f98650,('FSM', '8088339', '8109483', ('88:2904|10f93ed7-22be-49c7-8c79-ca5992f98650', 'uLTRA', '-', '2816', '7', '6', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:AA-TG', '8088453-8089184:8089736-8105691:8105809-8106839:8107000-8107065:8107173-8107237:8107438-8107747:8109458-9903079', 'NA', '2L', '8088305', '9903134', '0'))
100:684|f5c1b1eb-8f59-4426-9e58-0ec2a3701b0f,('FSM', '10408357', '10410443', ('100:684|f5c1b1eb-8f59-4426-9e58-0ec2a3701b0f', 'uLTRA', '-', '584', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408357', '10410454', '0'))
107:893|2e0e9ab0-5f23-4786-90d7-832ea94f351a,('FSM', '9967332', '9968488', ('107:893|2e0e9ab0-5f23-4786-90d7-832ea94f351a', 'uLTRA', '-', '786', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967330', '9968492', '0'))
97:419|19567f60-4fb9-49f1-8a3e-4052f801b547,('FSM', '21293772', '21294407', ('97:419|19567f60-4fb9-49f1-8a3e-4052f801b547', 'uLTRA', '-', '322', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293768', '21294405', '0'))
112:843|5836db7c-e031-429f-a914-5678024df659,('FSM', '11822876', '11824211', ('112:843|5836db7c-e031-429f-a914-5678024df659', 'uLTRA', '-', '731', '2', '1', '0', 'NNC', 'TG-AG:GT-AG', '11822983-11823199:11823355-11823657', 'NA', '3L', '11822876', '11824212', '0'))
108:434|d3a26db2-9cb7-435d-8be3-bf827b177e25,('FSM', '21293771', '21294411', ('108:434|d3a26db2-9cb7-435d-8be3-bf827b177e25', 'uLTRA', '-', '326', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293770', '21294405', '0'))
89:691|5b15b172-0be5-4eb6-9d18-907de63904a6,('FSM', '419956', '420704', ('89:691|5b15b172-0be5-4eb6-9d18-907de63904a6', 'uLTRA', '-', '602', '2', '1', '0', 'NNC', 'GT-AG:AA-CT', '420146-420291:420697-458676', 'NA', '2L', '419956', '458709', '0'))
109:740|f7c7af44-8e38-4a6e-bb8c-2fbf2530737d,('FSM', '10408365', '10410454', ('109:740|f7c7af44-8e38-4a6e-bb8c-2fbf2530737d', 'uLTRA', '-', '631', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408357', '10410457', '0'))
92:802|81902fde-cf57-4df2-b985-b22d89b01c42,('FSM', '3197866', '3199021', ('92:802|81902fde-cf57-4df2-b985-b22d89b01c42', 'uLTRA', '-', '710', '2', '1', '0', 'NNC', 'GT-AG:AA-AG', '3198431-3198751:3198866-3198890', 'NA', '3L', '3197862', '3199021', '16'))
113:634|ed7b5d77-0947-433e-9593-76e55fef54fb,('FSM', '23355270', '23356041', ('113:634|ed7b5d77-0947-433e-9593-76e55fef54fb', 'uLTRA', '-', '521', '1', '0', '1', 'NIC', 'GT-AG', '23355569-23355980', 'NA', '3R', '23355260', '23356042', '16'))
111:667|eed93282-d2b9-4dc7-bc83-e6b5a2d402a9,('FSM', '8339954', '8340997', ('111:667|eed93282-d2b9-4dc7-bc83-e6b5a2d402a9', 'uLTRA', '-', '556', '2', '1', '0', 'NNC', 'GT-AG:CA-AG', '8340089-8340427:8340771-8340900', 'NA', '3R', '8339950', '8340997', '16'))
106:773|dc9c9eb2-b7df-4f47-9479-9c598b2a77a3,('FSM', '19740533', '19744299', ('106:773|dc9c9eb2-b7df-4f47-9479-9c598b2a77a3', 'uLTRA', '-', '667', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', 'X', '19740536', '19741203', '16'))
103:491|ef62eb5c-d485-46f6-92e0-de4061799740,('FSM', '25120749', '25121295', ('103:491|ef62eb5c-d485-46f6-92e0-de4061799740', 'uLTRA', '-', '388', '1', '1', '0', 'ISM', 'GT-AG', '25120985-25121043', 'NA', '3L', '25120877', '25121298', '0'))
105:491|7eeb4b27-8b76-4e66-af20-3877e4a8c2ae,('FSM', '19494445', '19494958', ('105:491|7eeb4b27-8b76-4e66-af20-3877e4a8c2ae', 'uLTRA', '-', '386', '1', '1', '0', 'ISM', 'GT-AG', '19494651-19494726', 'NA', 'X', '19494419', '19494837', '16'))
110:715|bb051c93-b65f-4d7b-86a7-9b3f10a395c0,('FSM', '29222224', '29223364', ('110:715|bb051c93-b65f-4d7b-86a7-9b3f10a395c0', 'uLTRA', '-', '605', '2', '1', '0', 'NNC', 'GT-AG:CT-AG', '29222481-29222545:29222769-29223285', 'NA', '3R', '29222224', '29223364', '16'))
113:886|60d867f6-e5e0-4727-9ed2-c86d5f978a25,('FSM', '9967332', '9968494', ('113:886|60d867f6-e5e0-4727-9ed2-c86d5f978a25', 'uLTRA', '-', '773', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967332', '9968492', '0'))
87:886|aedde6f0-5382-4339-b199-3888a1e8576e,('FSM', '9967332', '9968496', ('87:886|aedde6f0-5382-4339-b199-3888a1e8576e', 'uLTRA', '-', '799', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967330', '9968492', '0'))
103:620|b5e52dae-5d4e-4be3-af7c-58a1a2b5d90f,('FSM', '16286338', '16287005', ('103:620|b5e52dae-5d4e-4be3-af7c-58a1a2b5d90f', 'uLTRA', '-', '517', '1', '1', '0', 'ISM', 'GT-AG', '16286612-16286675', 'NA', 'X', '16286564', '16287005', '0'))
106:1379|640dfb48-e36c-4234-9b5c-4f5d78fb0983,('FSM', '15175533', '15180267', ('106:1379|640dfb48-e36c-4234-9b5c-4f5d78fb0983', 'uLTRA', '-', '1273', '5', '4', '0', 'NNC', 'AA-AG:GT-AG:GT-AG:GT-AG:GT-AG', '15175863-15175954:15176293-15176363:15176433-15178279:15178489-15179038:15179180-15180207', 'NA', '3R', '15175624', '15180267', '16'))
110:994|d16f578c-5b3f-41d2-aabc-a3e7fd3ab0a7,('FSM', '14900430', '14901527', ('110:994|d16f578c-5b3f-41d2-aabc-a3e7fd3ab0a7', 'uLTRA', '-', '884', '2', '0', '0', 'NNC', 'GC-TT:CC-TA', '14900477-14900523:14900786-14901044', 'NA', '3R', '14900468', '14901645', '16'))
109:539|b22a01a6-1b06-4cb9-86c7-3e4fa55d7354,('FSM', '17425498', '17426285', ('109:539|b22a01a6-1b06-4cb9-86c7-3e4fa55d7354', 'uLTRA', '-', '430', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:AA-TG', '17425517-17425578:17425640-17425909:17426079-17426138:17426282-17426478', 'NA', '3L', '17425498', '17426488', '0'))
109:1199|88abe947-15c8-41be-8d52-08139c65db27,('FSM', '10764868', '10768178', ('109:1199|88abe947-15c8-41be-8d52-08139c65db27', 'uLTRA', '-', '1090', '1', '1', '0', 'ISM', 'GT-AG', '10765535-10765604', 'NA', 'X', '10764877', '10765803', '16'))
116:1135|58759d27-7f84-47ba-971c-9d4010c9ea71,('FSM', '12753240', '12754763', ('116:1135|58759d27-7f84-47ba-971c-9d4010c9ea71', 'uLTRA', '-', '1019', '4', '2', '0', 'NNC', 'AA-AG:GT-TG:GT-AG:GC-AG', '12753344-12753402:12753602-12753675:12754216-12754541:12754619-12754676', 'NA', '3L', '12753238', '12754763', '16'))
103:710|bb1c013f-f20d-44d1-8c74-1cf55d9a3ba1,('FSM', '3466182', '3467324', ('103:710|bb1c013f-f20d-44d1-8c74-1cf55d9a3ba1', 'uLTRA', '-', '607', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '3466312-3466315:3466416-3466786:3467062-3467132', 'NA', '2L', '3466180', '3467335', '0'))
97:2583|284626e5-db7d-4c64-a6e6-c0cfa3b6ac18,('FSM', '14981270', '14991695', ('97:2583|284626e5-db7d-4c64-a6e6-c0cfa3b6ac18', 'uLTRA', '-', '2486', '4', '3', '0', 'NNC', 'GT-AG:GC-AG:GT-AG:AA-TT', '14981823-14989552:14989615-14989681:14989859-14989922:14991536-15695186', 'NA', '2R', '14981270', '15695386', '0'))
101:729|60b7dce4-e817-4d47-89ee-6fa471ef20f2,('FSM', '7443819', '7444504', ('101:729|60b7dce4-e817-4d47-89ee-6fa471ef20f2', 'uLTRA', '-', '628', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', '2R', '7443823', '7444526', '16'))
105:2609|556b0179-bda3-4524-b5e6-ffb47d34c212,('FSM', '13746481', '13755397', ('105:2609|556b0179-bda3-4524-b5e6-ffb47d34c212', 'uLTRA', '-', '2504', '4', '3', '0', 'NNC', 'AA-GC:GT-AG:GT-AG:GT-AG', '13214175-13746639:13746848-13750315:13750455-13750585:13752027-13754829', 'NA', 'X', '13213980', '13755397', '16'))
98:510|d7363d21-1ba4-4f49-8b6e-29e4bb9bf5f5,('FSM', '8041948', '8042854', ('98:510|d7363d21-1ba4-4f49-8b6e-29e4bb9bf5f5', 'uLTRA', '-', '412', '2', '1', '0', 'NNC', 'GT-GT:GT-AG', '8042079-8042439:8042613-8042822', 'NA', '2L', '8041945', '8042854', '16'))
104:560|2022042a-d939-4633-a181-9ecfca98ebae,('FSM', '29490554', '29491094', ('104:560|2022042a-d939-4633-a181-9ecfca98ebae', 'uLTRA', '-', '456', '1', '1', '0', 'ISM', 'GT-AG', '29490753-29490809', 'NA', '3R', '29490546', '29490957', '16'))
108:1745|2c9759fe-e381-499d-ac7c-60de96cc4ab1,('FSM', '23258403', '23261288', ('108:1745|2c9759fe-e381-499d-ac7c-60de96cc4ab1', 'uLTRA', '-', '1637', '4', '3', '0', 'NNC', 'CT-AC:CT-AC:CT-AC:AA-CT', '23258546-23259676:23260041-23260101:23260161-23260220:23260602-23260609', 'NA', '3R', '23258401', '23261288', '16'))
117:713|16198f10-a8a2-487b-b4c7-9bf412b0b640,('FSM', '20263989', '20264870', ('117:713|16198f10-a8a2-487b-b4c7-9bf412b0b640', 'uLTRA', '-', '596', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:GG-GC', '20264007-20264075:20264110-20264246:20264432-20264492:20264848-20264976', 'NA', '2R', '20263989', '20265019', '0'))
105:435|7751a132-e116-48bc-94ce-4e519f8dae45,('FSM', '21293770', '21294405', ('105:435|7751a132-e116-48bc-94ce-4e519f8dae45', 'uLTRA', '-', '330', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293768', '21294405', '0'))
102:991|a2e88fe6-b851-4a3b-b67a-94464229a433,('FSM', '211632', '212636', ('102:991|a2e88fe6-b851-4a3b-b67a-94464229a433', 'uLTRA', '-', '889', '1', '1', '0', 'ISM', 'GT-AG', '212379-212444', 'NA', '3L', '211635', '212560', '16'))
